axiom_pattern;axiom;template;question;question_type;op_category;ontology;file;question_type_short;op_category_short
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasPatient some Wave);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What patient does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasPatient some Disposition);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What patient does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasPatient some Particular);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What patient does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasPatient some PolyMolecularCompositeEntity);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What patient does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasPatient some PlanExecution);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What patient does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasPatient some TaxonQuality);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What patient does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isPatientIn some Condition);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a patient in?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isPatientIn some Process);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a patient in?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isPatientIn some Particular);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a patient in?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Universe);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some CollectiveProcess);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Condition);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Cell);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PointInTime);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some OrganismPart);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Situation);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Function);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PhysicalForce);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Action);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Quality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some SubAtomicParticle);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PluralityOfOrganisms);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some ZeroDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some TemporalRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some StructuredBiologicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some ValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some MaterialObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PhysicalLength);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some AmountOfPureSubstance);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some OneDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Process);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some InformationObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Atom);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Canonicity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some CanonicalValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some CollectiveMaterialEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PhysicalVolume);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some ImmaterialObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some TimeInterval);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some NoncanonicalValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some CompoundOfCollectiveMaterialEntities);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some CanonicityValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Organism);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some ProcessQuality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Plan);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some MonoMolecularEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Compound);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PhysicalMass);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Life);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some CellularComponent);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some TwoDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some ObjectQuality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Role);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some ImmaterialThreeDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some TaxonValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some InstantaneousProcess);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Wave);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Disposition);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some Particular);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PolyMolecularCompositeEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some PlanExecution);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isBoundaryOf some TaxonQuality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a boundary of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasBoundary some ImmaterialObject);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What boundary does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasBoundary some TwoDimensionalPhysicalEntity);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What boundary does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasBoundary some Particular);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What boundary does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Universe);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some CollectiveProcess);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Condition);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Cell);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some PointInTime);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some OrganismPart);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Situation);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Function);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some PhysicalForce);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Action);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Quality);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some SubAtomicParticle);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some PluralityOfOrganisms);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some ZeroDimensionalPhysicalEntity);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some TemporalRegion);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some StructuredBiologicalEntity);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some ValueRegion);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some MaterialObject);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some PhysicalLength);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some AmountOfPureSubstance);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some OneDimensionalPhysicalEntity);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Process);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some InformationObject);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Atom);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some Canonicity);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some CanonicalValueRegion);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some CollectiveMaterialEntity);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some PhysicalVolume);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some ImmaterialObject);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some TimeInterval);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some NoncanonicalValueRegion);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(hasAgent some CompoundOfCollectiveMaterialEntities);What [prop/*OP_HAS_NOUNS-nounsNoArticle] does [X] have?;What-1-part-1-rel;What agent does universe have?;OP_HAS_NOUNS;biotop;What-1-part-1-rel.csv;w1p1r;has_nouns
